Date,Open,High,Low,Close,Adj Close,Volume,MA5,CHMF,BBL,BBH,OBV,RSI,MACD,UD,Flag
2018-01-02,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,41.018428802490234,102223600,43.064998626708984,0.0,42.81833267211914,42.81833267211914,-102223600.0,0.0,0.0,0.0,0.0
2018-01-03,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,41.01128005981445,118071600,43.061248779296875,0.0,43.84333546956381,42.203330993652344,15848000.0,0.0,0.0,0.0,0.0
2018-01-04,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,41.20177459716797,89738400,43.12666575113932,0.0,43.848068276475495,42.32637613406053,-73890400.0,0.0,0.0,0.4644969352628925,0.0
2018-01-05,43.36000061035156,43.842498779296875,43.26250076293945,43.75,41.670875549316406,94640000,43.28249931335449,0.0,44.35154829669998,42.08845160157477,-168530400.0,0.0,0.0,1.138531604115589,0.0
2018-01-08,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,41.51610565185547,82271200,43.343499755859376,0.0,44.53807759004319,42.07692230823156,-168530400.0,0.0,0.0,-0.37142508370535676,1.0
2018-01-09,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,41.511329650878906,86336000,43.343499755859376,0.0,44.53863198316485,42.16275690572405,-82194400.0,0.0,0.0,0.0,0.0
2018-01-10,43.290000915527344,43.57500076293945,43.25,43.5724983215332,41.50181579589844,95839600,43.447000122070314,0.0,44.47870428925729,42.255581337835345,-178034000.0,0.0,0.0,0.0,0.0
2018-01-11,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,41.737545013427734,74670800,43.55,0.0,44.58710702901249,42.24830976481075,-252704800.0,0.0,0.0,0.568021992828216,0.0
2018-01-12,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,42.168540954589844,101672400,43.6625,0.0,44.95849328831487,42.0452103588748,-354377200.0,0.0,0.0,1.032632115015475,0.0
2018-01-16,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,41.95423889160156,118263600,43.76699981689453,0.0,45.270888544959966,41.89444475785579,-236113600.0,0.0,8.18183312048548,-0.5082127252220237,0.0
2018-01-17,44.037498474121094,44.8125,43.76750183105469,44.775001525878906,42.64716720581055,137547200,43.85899963378906,0.0,45.556279218904685,41.767054290135924,-373660800.0,0.0,9.537580831771248,1.651628141089967,0.0
2018-01-18,44.842498779296875,45.025001525878906,44.5625,44.814998626708984,42.68526077270508,124773600,44.09749984741211,0.0,45.964878361242086,41.54831625274447,-248887200.0,0.0,10.506309147098994,0.0,1.0
2018-01-19,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,42.49477005004883,129700400,44.34599990844727,0.0,46.13607188719841,41.510082271956236,-119186800.0,0.0,11.159359296270686,-0.44627235160282774,0.0
2018-01-22,44.32500076293945,44.44499969482422,44.150001525878906,44.25,42.147117614746094,108434400,44.505000305175784,0.0,46.13420719053299,41.577459824906015,-10752400.0,0.0,11.551503085929205,-0.8181142322873924,0.0
2018-01-23,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,42.15663146972656,130756400,44.50050048828125,0.0,46.1722990698749,41.61747906733215,120004000.0,0.0,11.73296928586171,0.0,0.0
2018-01-24,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,41.48513412475586,204420400,44.543000030517575,0.0,46.09547537952757,41.673274970153,324424400.0,68.99842560180097,11.747439653296805,-1.5928559491481753,0.0
2018-01-25,43.627498626708984,43.73749923706055,42.63249969482422,42.77750015258789,40.744590759277344,166116000,44.29899978637695,0.0,46.11982354299169,41.55066694629483,490540400.0,56.47367632065142,11.624747784802082,-1.7850996375621597,0.0
2018-01-26,43.0,43.0,42.51499938964844,42.877498626708984,40.8398323059082,156572000,43.891500091552736,0.0,46.19283908035549,41.3623463082802,647112400.0,44.57013398925497,11.386905656926196,0.0,0.0
2018-01-29,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,39.99452590942383,202561600,43.54399948120117,0.0,46.47741480284352,40.90109431709376,849674000.0,39.16818134029436,11.05843212639136,-2.0698431034159137,0.0
2018-01-30,41.38249969482422,41.842498779296875,41.17499923706055,41.74250030517578,39.75878143310547,184192800,43.09199981689453,0.0,46.86208381558087,40.306166459077325,665481200.0,33.193026053970144,10.656822276845114,-0.5894293007802864,0.0
2018-01-31,41.717498779296875,42.11000061035156,41.625,41.85749816894531,39.86831283569336,129915600,42.58850021362305,0.0,46.86208381558087,40.306166459077325,535565600.0,31.581547983171006,10.193846647287323,0.0,0.0
2018-02-01,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,39.95165252685547,188923200,42.248999786376956,0.0,47.08691707825446,39.98591655516839,346642400.0,33.186230254216554,9.68873326480069,0.0,0.0
2018-02-02,41.5,41.70000076293945,40.025001525878906,40.125,38.218143463134766,346375200,42.08249969482422,0.0,47.282950660449195,39.66004949722495,693017600.0,31.02221796649853,9.1589105124331,-4.339014681287024,0.0
2018-02-05,39.775001525878906,40.970001220703125,39.0,39.122501373291016,37.26329040527344,290954000,41.53199996948242,0.0,47.89400302054525,38.78916386483073,983971600.0,17.122415284220452,8.602869964615,-2.4984389450691147,0.0
2018-02-06,38.70750045776367,40.93000030517578,38.5,40.75749969482422,38.82059097290039,272975200,40.958499908447266,0.0,48.683754977817685,37.6073286759502,710996400.0,15.243416876336283,8.023650721459974,4.179176341340529,0.0
2018-02-07,40.772499084472656,40.849998474121094,39.76750183105469,39.8849983215332,37.98955535888672,206434400,40.76149978637695,0.0,49.09353860533936,36.838045053514804,917430800.0,24.86700439389037,7.453613029193091,-2.1407136841659957,0.0
2018-02-08,40.0724983215332,40.25,38.75749969482422,38.787498474121094,36.94420623779297,217562000,40.366999816894534,0.0,49.358044831215246,36.23362208976456,1134992800.0,22.067953132551054,6.896422966299448,-2.7516607586757447,0.0
2018-02-09,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,37.396087646484375,282690400,39.73549957275391,0.0,49.794886714536084,35.376696842592814,1417683200.0,20.030815794605317,6.345034350686593,0.8121236320935088,0.0
2018-02-12,39.625,40.97249984741211,39.377498626708984,40.6775016784668,38.90235900878906,243278000,39.530999755859376,0.0,50.19592961422665,34.469653932729734,1174405200.0,23.391042544011526,5.815133090278604,4.027877312353767,0.0
2018-02-13,40.48749923706055,41.1875,40.412498474121094,41.084999084472656,39.29206848144531,130196800,39.84199981689453,0.0,49.995811360162016,34.286522268174586,1044208400.0,34.06007518393723,5.324259278215402,1.00177589377759,0.0
2018-02-14,40.7599983215332,41.8849983215332,40.720001220703125,41.842498779296875,40.01650619506836,162579600,39.90749969482422,0.0,49.632546265862956,34.3082872709209,881628800.0,38.71114080423899,4.872149118912643,1.8437378890206801,0.0
2018-02-15,42.4474983215332,43.272499084472656,42.25,43.247501373291016,41.360198974609375,204588800,40.29899978637695,0.0,49.14457778519909,34.49933891707141,677040000.0,45.718855967506585,4.461500167285561,3.3578362549641083,0.0
2018-02-16,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,41.22629165649414,160704400,41.191000366210936,0.0,48.60930561112322,34.84686110131982,516335600.0,51.513303855887116,4.116599843497287,-0.3237255330366118,1.0
2018-02-20,43.01250076293945,43.564998626708984,42.85499954223633,42.962501525878906,41.08763885498047,135722000,41.991999816894534,0.0,48.17413756201492,35.14511241764002,652057600.0,54.86820313624321,3.8347872491751716,-0.3363606083056414,0.0
2018-02-21,43.20750045776367,43.529998779296875,42.752498626708984,42.76750183105469,40.90115737915039,149886400,42.44899978637695,0.0,47.81554935474411,35.38828390738156,801944000.0,55.36264272836539,3.5898368026262597,-0.45388347488741765,0.0
2018-02-22,42.95000076293945,43.48749923706055,42.9275016784668,43.125,41.2430419921875,123967600,42.78550033569336,0.0,47.33393075216853,35.72740245909449,677976400.0,53.972079950447245,3.3825634940360416,0.8359108052594433,0.0
2018-02-23,43.41749954223633,43.912498474121094,43.3849983215332,43.875,41.960323333740234,135249600,43.04200057983398,0.0,47.158793381851545,35.84787318308987,542726800.0,55.031984898677074,3.2200678682615953,1.7391304347825987,0.0
2018-02-26,44.087501525878906,44.84749984741211,44.0525016784668,44.74250030517578,42.78995895385742,152648800,43.16750030517578,0.0,47.368035224168175,35.70613126447929,390078000.0,67.59737414182727,3.0983619034993475,1.9772086727653182,0.0
2018-02-27,44.775001525878906,45.119998931884766,44.540000915527344,44.59749984741211,42.65129089355469,155712400,43.494500732421876,0.0,47.93779738651799,35.31136922928605,545790400.0,76.71102037708208,3.0037296370337927,-0.3240776817894919,0.0
2018-02-28,44.814998626708984,45.154998779296875,44.51250076293945,44.529998779296875,42.58673095703125,151128400,43.82150039672852,0.0,48.629074280239166,34.88542551122406,696918800.0,71.2624532087171,2.9264902875329515,0.0,0.0
