Date,Open,High,Low,Close,Adj Close,Volume,MA5,CHMF,BBL,BBH,OBV,RSI,MACD,UD
2017-01-31,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0,0.019999999552965164,0.0,0.019999999552965164,0.019999999552965164,0.0,0.0,0.0,0.0
2017-02-01,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0.019999999552965164,0,0.019999999552965164,0.0,0.019999999552965164,0.019999999552965164,0.0,0.0,0.0,0.0
2017-02-02,0.019999999552965164,0.029999999329447746,0.019999999552965164,0.029999999329447746,0.029999999329447746,53300,0.02333333281179269,0.0,0.03479300866563204,0.009651434785401663,-53300.0,0.0,0.0,50.0
2017-02-03,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0,0.024999999441206455,0.0,0.041487173815044825,0.006846158437954327,-53300.0,0.0,0.0,0.0
2017-02-06,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0,0.025999999418854714,0.0,0.04341954565116489,0.007247119883013534,-53300.0,0.0,0.0,0.0
2017-02-07,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,3200,0.025999999418854714,0.0,0.04402723845657795,0.008194982598386646,-53300.0,0.0,0.0,0.0
2017-02-08,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0,0.02799999937415123,0.0,0.04412409689929561,0.009209235241944825,-53300.0,0.0,0.0,0.0
2017-02-09,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0,0.029999999329447746,0.0,0.04399815162505169,0.010168513830895638,-53300.0,0.0,0.0,0.0
2017-02-10,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,1400,0.029999999329447746,0.0,0.043770904232291824,0.01104390935731641,-53300.0,0.0,0.0,0.0
2017-02-13,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0,0.029999999329447746,0.0,0.04349912181043607,0.01183421028610089,-53300.0,0.0,0.00533146974544674,0.0
2017-02-14,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0,0.029999999329447746,0.0,0.04321104223497431,0.012546532276322516,-53300.0,0.0,0.006257334577827741,0.0
2017-02-15,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0.029999999329447746,0,0.029999999329447746,0.0,0.04292120810759139,0.01318990174933866,-53300.0,0.0,0.007000054238822578,0.0
